1.831567633,0.143661499
1.906959667,0.133550902
1.982991067,0.12470465
2.0647967,0.116485658
2.151727733,0.111107162
2.2424009,0.104865681
2.338474467,0.099300682
2.4365067,0.092431221
2.540489,0.082059822
2.6542099,0.078209769
2.770263467,0.074650642
2.890669267,0.071245181
3.017702,0.067536182
3.155030467,0.064064308
3.300099533,0.061088788
3.450028133,0.059645551
3.604731067,0.058743579
3.7650031,0.058407852
3.9338652,0.05843227
4.108046567,0.059696029
4.2899865,0.060304443
4.481621367,0.063295415
4.679520633,0.064197233
4.891476267,0.069292875
5.106027033,0.074295947
5.3356702,0.081361817
5.570768567,0.091907718
5.8185853,0.100583481
6.077058833,0.107977375
6.347758667,0.115415301
6.626866333,0.126447711
6.922190967,0.141362162
7.226314433,0.161930623
7.552194367,0.185740139
7.885891233,0.211702865
8.234566033,0.237958871
8.598098167,0.270668703
8.978618767,0.308251463
9.381698567,0.354410762
9.793644167,0.407800361
10.24068333,0.459344527
10.69482933,0.534262661
11.17119333,0.609062286
11.66704833,0.699901182
12.185591,0.802402992
12.72541633,0.914851181
13.28834967,1.043680888
13.87818,1.197959395
14.49460033,1.371656596
