0.001,2.6E-14
0.002,2.08E-13
0.003,7.019999999999999E-13
0.004,1.664E-12
0.005,3.2500000000000005E-12
0.006,5.6159999999999995E-12
0.007,8.918E-12
0.008,1.3312E-11
0.009000000000000001,1.8954000000000005E-11
0.010000000000000002,2.6000000000000014E-11
0.011,3.4605999999999995E-11
0.012,4.4927999999999996E-11
0.013000000000000001,5.7122000000000016E-11
0.014000000000000002,7.134400000000003E-11
0.015,8.774999999999998E-11
0.016,1.06496E-10
0.017,1.2773800000000002E-10
0.018000000000000002,1.5163200000000004E-10
0.019000000000000003,1.7833400000000008E-10
0.02,2.0800000000000003E-10
0.021,2.40786E-10
0.022000000000000002,2.7684800000000007E-10
0.023,3.1634199999999993E-10
0.024,3.5942399999999997E-10
0.025,4.0625000000000007E-10
0.026000000000000002,4.5697600000000013E-10
0.027000000000000003,5.117580000000002E-10
0.028,5.70752E-10
0.029,6.34114E-10
0.030000000000000002,7.020000000000001E-10
0.031,7.745659999999999E-10
0.032,8.51968E-10
0.033,9.34362E-10
0.034,1.0219040000000002E-9
0.035,1.1147500000000003E-9
0.036000000000000004,1.2130560000000003E-9
0.037000000000000005,1.3169780000000007E-9
0.038,1.4266720000000015E-9
0.039,1.542294000000006E-9
0.04,1.6640000000000226E-9
0.041,1.7919460000000754E-9
0.042,1.9262880000002392E-9
0.043000000000000003,2.067182000000718E-9
0.044000000000000004,2.21478400000205E-9
0.045,2.3692500000055817E-9
0.046,2.5307360000145438E-9
0.047,2.6993980000363593E-9
0.048,2.8753920000874352E-9
0.049,3.05887400020274E-9
0.05,3.2500000004542836E-9
0.051000000000000004,3.448926000985667E-9
0.052000000000000005,3.6558080020747268E-9
0.053000000000000005,3.870802004243942E-9
0.054,4.094064008449874E-9
0.055,4.3257500164001335E-9
0.056,4.566016031071222E-9
0.057,4.815018057535883E-9
0.058,5.072912104257163E-9
0.059000000000000004,5.339854185072424E-9
0.060000000000000005,5.616000322178059E-9
0.061,5.901506550539915E-9
0.062,6.196528924300583E-9
0.063,6.501223525938828E-9
0.064,6.8157464791644775E-9
0.065,7.14025396681015E-9
0.066,7.474902255315294E-9
0.067,7.819847727793706E-9
0.068,8.175246928137731E-9
0.069,8.541256619144807E-9
0.07,8.918033858257523E-9
0.07100000000000001,9.305736095188263E-9
0.07200000000000001,9.704521296453443E-9
0.07300000000000001,1.0114548102668023E-8
0.074,1.0535976025344549E-8
0.075,1.0968965690895815E-8
0.076,1.1413679140548557E-8
0.077,1.187028019592717E-8
0.078,1.2338934901148778E-8
0.079,1.2819812053371043E-8
0.08,1.3313083834835965E-8
0.081,1.3818926560540607E-8
0.082,1.4337521556721487E-8
0.083,1.4869056186345568E-8
0.084,1.5413725038739154E-8
0.085,1.5971731301338353E-8
0.08600000000000001,1.6543288332293795E-8
0.08700000000000001,1.7128621453291094E-8
0.08800000000000001,1.772796998244186E-8
0.089,1.834158952744326E-8
0.09,1.8969754559385923E-8
0.091,1.9612761287598356E-8
0.092,2.0270930855745135E-8
0.093,2.094461287903724E-8
0.094,2.1634189341864586E-8
0.095,2.2340078874421435E-8
0.096,2.3062741425965103E-8
0.097,2.380268335123208E-8
0.098,2.4560462925238905E-8
0.099,2.533669630022608E-8
0.1,2.6132063916870422E-8
0.101,2.6947317380110315E-8
0.10200000000000001,2.778328680800625E-8
0.10300000000000001,2.8640888660022378E-8
0.10400000000000001,2.9521134048959444E-8
0.10500000000000001,3.04251375385439E-8
0.106,3.135412642635651E-8
0.107,3.2309450509437854E-8
0.108,3.3292592327504794E-8
0.109,3.43051778763E-8
0.11,3.534898778119507E-8
0.111,3.642596891877797E-8
0.112,3.7538246471799874E-8
0.113,3.868813640056978E-8
0.114,3.98781583116562E-8
0.115,4.1111048702613855E-8
0.116,4.23897745594075E-8
0.117,4.3717547281298873E-8
0.11800000000000001,4.50978369060986E-8
0.11900000000000001,4.653438660710401E-8
0.12000000000000001,4.8031227431379684E-8
0.121,4.95926932477921E-8
0.122,5.122343587183095E-8
0.123,5.292844033333434E-8
0.124,5.4713040252151625E-8
0.125,5.658293328617673E-8
0.126,5.854419661547454E-8
0.127,6.060330242593143E-8
0.128,6.276713335543522E-8
0.129,6.504299786568543E-8
0.13,6.743864550260306E-8
0.131,6.996228200859174E-8
0.132,7.262258425039915E-8
0.133,7.54287149264731E-8
0.134,7.839033701871858E-8
0.135,8.151762795412344E-8
0.136,8.482129344246557E-8
0.137,8.831258095767278E-8
0.138,9.200329283114258E-8
0.139,9.590579892664505E-8
0.14,1.0003304886787556E-7
0.14100000000000001,1.0439858379058563E-7
0.14200000000000002,1.0901654759344004E-7
0.14300000000000002,1.1390169766230399E-7
0.14400000000000002,1.1906941504480748E-7
0.14500000000000002,1.245357140538815E-7
0.146,1.303172512791592E-7
0.147,1.3643133398908315E-7
0.148,1.4289592790611089E-7
0.149,1.4972966433920642E-7
0.15,1.5695184666273635E-7
0.151,1.645824561262738E-7
0.152,1.7264215698938576E-7
0.153,1.8115230096910004E-7
0.154,1.9013493099619848E-7
0.155,1.9961278427405308E-7
0.156,2.0960929463575727E-7
0.157,2.2014859419942147E-7
0.158,2.3125551431925206E-7
0.159,2.4295558583409227E-7
0.16,2.5527503861805797E-7
0.161,2.6824080043131803E-7
0.162,2.8188049508412935E-7
0.163,2.9622243991357257E-7
0.164,3.112956425845593E-7
0.165,3.2712979722271386E-7
0.166,3.43755279890103E-7
0.167,3.6120314341178E-7
0.168,3.795051115713932E-7
0.169,3.9869357267987594E-7
0.17,4.188015725407557E-7
0.171,4.3986280681749086E-7
0.17200000000000001,4.6191161282722154E-7
0.17300000000000001,4.849829607682537E-7
0.17400000000000002,5.091124444051426E-7
0.17500000000000002,5.343362712242544E-7
0.17600000000000002,5.606912520797167E-7
0.177,5.882147903467966E-7
0.178,6.169448706018232E-7
0.179,6.469200468503462E-7
